# File that gives the MAC and IP address of each storage node
# This is required for the TBBDriver.
#
# Node   MAC address        IP address
#----------------------------------------
# clush -w cpu[01-50] -N 'echo `hostname -s` `/sbin/ifconfig em1 | awk "/ether/ { print \\$2; }"` `/sbin/ifconfig em1 | awk "/inet / { print \\$2; }"`' | sort
cpu01 44:a8:42:32:3d:1e 10.168.153.1
cpu02 44:a8:42:36:9f:6a 10.168.153.2
cpu03 44:a8:42:36:61:ea 10.168.153.3
cpu04 44:a8:42:2f:e7:ae 10.168.153.4
cpu05 44:a8:42:36:88:3f 10.168.153.5
cpu06 44:a8:42:38:76:c7 10.168.153.6
cpu07 44:a8:42:2f:ed:60 10.168.153.7
cpu08 44:a8:42:2f:6d:d3 10.168.153.8
cpu09 44:a8:42:2f:d0:58 10.168.153.9
cpu10 44:a8:42:2f:76:4d 10.168.153.10
cpu11 44:a8:42:2f:cc:f4 10.168.153.11
cpu12 44:a8:42:2f:76:71 10.168.153.12
cpu13 44:a8:42:2f:dc:e4 10.168.153.13
cpu14 44:a8:42:36:a2:0a 10.168.153.14
cpu15 44:a8:42:2f:c9:24 10.168.153.15
cpu16 44:a8:42:2f:77:1d 10.168.153.16
cpu17 44:a8:42:36:3e:05 10.168.153.17
cpu18 44:a8:42:2f:97:34 10.168.153.18
cpu19 44:a8:42:36:65:da 10.168.153.19
cpu20 44:a8:42:36:67:9b 10.168.153.20
cpu21 44:a8:42:36:67:ef 10.168.153.21
cpu22 44:a8:42:36:5a:71 10.168.153.22
cpu23 44:a8:42:31:df:b3 10.168.153.23
cpu24 44:a8:42:36:41:35 10.168.153.24
cpu25 44:a8:42:36:4b:c6 10.168.153.25
cpu26 44:a8:42:36:9f:22 10.168.153.26
cpu27 44:a8:42:2f:b8:ce 10.168.153.27
cpu28 44:a8:42:31:ea:1a 10.168.153.28
cpu29 44:a8:42:36:3e:89 10.168.153.29
cpu30 44:a8:42:36:55:d3 10.168.153.30
cpu31 44:a8:42:2f:eb:08 10.168.153.31
cpu32 44:a8:42:36:ad:90 10.168.153.32
cpu33 44:a8:42:36:86:b3 10.168.153.33
cpu34 44:a8:42:36:83:36 10.168.153.34
cpu35 44:a8:42:31:dc:ce 10.168.153.35
cpu36 44:a8:42:2f:e7:74 10.168.153.36
cpu37 44:a8:42:2f:98:b9 10.168.153.37
cpu38 44:a8:42:36:59:bd 10.168.153.38
cpu39 44:a8:42:36:42:01 10.168.153.39
cpu40 44:a8:42:36:3c:25 10.168.153.40
cpu41 44:a8:42:2f:ed:8e 10.168.153.41
cpu42 44:a8:42:32:0c:e1 10.168.153.42
cpu43 44:a8:42:36:a5:0a 10.168.153.43
cpu44 44:a8:42:36:39:cd 10.168.153.44
cpu45 44:a8:42:36:83:4e 10.168.153.45
cpu46 44:a8:42:36:68:2b 10.168.153.46
cpu47 44:a8:42:36:b0:b4 10.168.153.47
cpu48 44:a8:42:36:b0:e4 10.168.153.48
cpu49 44:a8:42:36:84:97 10.168.153.49
cpu50 44:a8:42:36:a2:16 10.168.153.50
